label,slug,title,discountPrice,soldQuantity,quantity,brand,series,totalRating,features,color,Năm ra mắt,Xuất xứ,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Mô tả ram,Ổ cứng,Dung lượng ổ cứng,Tần số quét,Chất liệu tấm nền,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Công nghệ âm thanh,Chất liệu,Kích thước,Trọng lượng,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Hệ điều hành,Pin,Wi-Fi,Bluetooth,Cổng giao tiếp
Gaming,laptop-msi-pulse-17-ai-c1vgkg-017vn,Laptop MSI Pulse 17 AI C1VGKG-017VN,18000000,34,24,msi,pulse,1.2,"Màn hình QHD+ độ phân giải cao, tần số quét 240Hz mượt mà, tấm nền IPS chất lượng hình ảnh tốt. Cấu hình tuyệt vời với card đồ họa NVIDIA RTX 4070 - Cho trải nghiệm game mượt mà, đưa bạn vào không gian giải trí sống động tuyệt vời. 32GB RAM DDR5 có khả năng vận hành mượt mà nhiều ứng dụng trong cùng thời điểm. Nhiều cổng kết nối cho phép bạn kết nối với các thiết bị yêu thích và bắt đầu làm việc ở bất kỳ đâu.",Đen,2021,Singapore,NVIDIA GeForce RTX 4060 8GB GDDR6 Intel UHD Graphics,"Intel Core Ultra 7 155H (upto 4.80GHz, 16 lõi / 22 luồng, 24MB Cache)",32GB,DDR5 5600MHz,"32GB DDR5 5600MHz  2 khe (1 khe 16GB + 1 khe 16GB, tối đa 96GB)",1TB NVMe PCIe Gen4x4 SSD,1TB,240 Hz,Tấm nền IPS,17 inches,100%DCI-P3,2560 x 1600 pixels (2K),,,383.2 x 279.9 x 22.2-29.7 mm,2.8 kg,Wi-Fi 6,,,HD type (30fps@720p) với màn trập riêng tư 3D Noise Reduction (3DNR),Windows 11 Home,"4 cell, 90Whr Li-Po",Wi-Fi 6E AX211,Bluetooth 5.3,1x Type-C (USB3.2 Gen2 / DP) with PD charging 3x Type-A USB3.2 Gen1 1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ451x Mic-in/Headphone-out Combo Jack1x HDMI 2.1 1x Mic-in/Headphone-out Combo Jack
Gaming,laptop-msi-sword-16-hx-b14vekg-459vn,Laptop MSI Sword 16 HX B14VEKG-459VN,32990000,32,45,msi,sword,3.2,"Trang bị vi xử lý Intel Core i7-14700HX, mang lại hiệu suất mạnh mẽ cho các tác vụ đa nhiệm và ứng dụng đòi hỏi cao. Card RTX 4050 6GB xử lý đồ họa tốt, phù hợp cho game thủ và những người làm việc với các phần mềm đồ họa. Màn hình FHD+ 16.0 inch với tần số quét 144Hz cung cấp hình ảnh sắc nét và mượt mà, lý tưởng cho trải nghiệm chơi game và xem phim. Trang bị 16GB RAM và ổ cứng 1TB PCIe, đáp ứng nhu cầu lưu trữ và tốc độ truy xuất dữ liệu nhanh chóng.",Xám,2021,Đài Loan,NVIDIA GeForce RTX 4050 6GB GDDR6 Intel UHD Graphics,Intel Core i7 14700HX,16GB,DDR5 5600MHz,"16GB DDR5 5600MHz 2 khe (2x 8GB, Hỗ trợ nâng cấp tối đa 96GB)",1TB M.2-2280 SSD slot (NVMe PCIe Gen4x4) (1x M.2 SSD slot (NVMe PCIe Gen5)),1TB,144 Hz,Tấm nền IPS,16 inches,Độ sáng 300 nitsMàn hình chống chói,1920 x 1200 pixels (FullHD+),Nahimic 3 Audio Enhancer Hi-Res Audio Ready,Vỏ nhựa,359 x 266.4 x 21.8 - 27.7 mm,2.3 kg,Wi-Fi 6,Bàn phím chơi game RGB 24 vùng có phím Copilot,Firmware Trusted Platform Module (fTPM) 2.0 Webcam Shutter Khóa Kensington,HD (30fps@720p) Lọc nhiễu 3D (3DNR),Windows 11 Home,"4-cell, 65WHr",802.11 ax Wi-Fi 6EGigabit Ethernet,Bluetooth v5.3,1x Type-C (USB3.2 Gen2 / DP) tích hợp sạc PD 3x Type-A USB3.2 Gen1 1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45 1x Mic-in/Headphone-out Combo
Gaming,laptop-msi-cyborg-15-a1vek-053vn,Laptop MSI Cyborg 15 A1VEK-053VN,28490000,20,21,msi,cyborg,4.0,Thiết kế ấn tượng với lớp vỏ ngoài cứng cáp cùng Tone màu Translucent Black sang trọng. Hiệu năng đáng kinh ngạc với CPU tích hợp AI thế hệ mới Intel Core Ultra 7-155H. Card đồ họa RTX 4050 mạnh mẽ - Mang tới trải nghiệm gaming cực kỳ mượt mà. Màn hình 15 inch độ phân giải FHD - Hiển thị sắc nét và chân thực tới từng điểm ảnh,Đen,2023,Nhật Bản,"RTX 4050, GDDR6 6GB",Intel Core Ultra 7 155H,16GB,DDR5,16GB DDR5 2 khe,512GB NVMe PCIe SSD Gen4x4 w/o DRAM,512GB,144 Hz,Tấm nền IPS,15.6 inches,45%NTSC IPS-Level,1920 x 1080 pixels (FullHD),"2 loaHi-Res Audio Ready, DTS Audio Processing",,359.36 x 250.34 x 21.95-22.9 mm,1.98 kg,Wi-Fi 6,4-Zone RGB,,HD type (30fps@720p),Windows 11 Home,"3 Cell, 53.5Whr",Intel® Wi-Fi 6E AX211,v5.3,1x Type-C (USB3.2 Gen2 / DP)2x Type-A USB3.2 Gen1 1x RJ41x HDMI™ 2.1 (4K @ 60Hz)1x Mic-in/Headphone-out Combo Jack1 x MicroSD Reader
Gaming,laptop-msi-sword-16-hx-b14vekg-039vn,Laptop MSI Sword 16 HX B14VEKG-039VN,31990000,97,41,msi,sword,3.7,"Sở hữu thiết kế hầm hố, phù hợp cho game thủ chuyên nghiệp và người dùng đam mê trải nghiệm game đỉnh cao. Bộ xử lý Intel Core i7-14700HX mạnh mẽ, cho hiệu suất xử lý mượt mà, đáp ứng tốt nhu cầu chơi game ở mức cấu hình cao. RAM 16GB và ổ cứng SSD 1TB PCIe mang đến tốc độ xử lý nhanh chóng, khởi động máy và mở ứng dụng nhanh chóng. Card đồ họa NVIDIA GeForce RTX 4050 6GB cho khả năng xử lý đồ họa mạnh mẽ, mang đến trải nghiệm game mượt mà, hình ảnh đẹp mắt. Màn hình 16.0 inch FHD+ 144Hz sắc nét, tốc độ làm tươi cao, cho hình ảnh chuyển động mượt mà, không bị giật lag.",Xám,2021,Singapore,NVIDIA GeForce RTX 4050 6GB GDDR6 cung cấp năng lượng cho AI tiên tiến với 194 AI TOPS,Intel Core i7-14700HX,16GB,DDR5-5600,"16GB DDR5-5600 2 khe (2x 8GB, nâng cấp tối đa 96GB)",1TB NVMe PCIe Gen4,1TB,144 Hz,Tấm nền IPS,16 inches,,1920 x 1200 pixels (FullHD+),2x 2W Speaker,,359 x 266.4 x 21.8-27.7 mm,2.3 kg,Wi-Fi 6,Bàn phím chơi game RGB 24 vùng có phím Copilot,Mô-đun nền tảng đáng tin cậy của chương trình cơ sở (fTPM) 2.0 Màn trập webcam Khóa Kensington,HD type (30fps@720p) 3D Noise Reduction (3DNR),Windows 11 Home,4-Cell 65 Battery (Whr),802.11 ax Wi-Fi 6E,Bluetooth 5.3,1x Mic-in/Headphone-out Combo Jack 1x Type-C (USB3.2 Gen2 / DP) with PD charging 3x Type-A USB3.2 Gen1 1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45
Gaming,laptop-asus-tuf-gaming-a15-fa507nu-lp140w,Laptop ASUS TUF Gaming A15 FA507NU-LP140W,18000000,9,37,asus,tuf,3.2,"Một chiếc laptop dành cho game thủ, với cấu hình khủng và thiết kế độc đáo Bộ vi xử lý AMD R5-7535HS và card đồ họa NVIDIA Geforce RTX 4050 giúp bạn chinh phục mọi tựa game nặng và đòi hỏi cao về đồ họa RAM 8 GB cùng ổ cứng SSD 512 GB cho không gian lưu trữ rộng rãi, hỗ trợ mở máy, mở ứng dụng nhanh chóng Màn hình IPS 15.6 inch cho hình ảnh sắc nét, mượt mà và rực rỡ, với tần số quét 144 Hz, độ phân giải FHD và dải màu sRGB rộng Laptop còn có thiết kế chắc chắn, chống va đập và bụi bẩn hiệu quả",Xám,2021,Nhật Bản,NVIDIA GeForce RTX 4050 6GB GDDR6  AMD Radeon Navi2 Graphics,"AMD Ryzen 5 7535HS (6 lõi / 12 luồng, 16MB L3 cache, up to 4.5 GHz max boost)",8GB,DDR5-4800 SO-DIMM,8GB DDR5-4800 SO-DIMM 2 khe SO-DIMM (Nâng cấp tối đa 32 GB),512GB PCIe 4.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),512GB,144 Hz,Tấm nền IPS,15.6 inches,"Độ sáng 250nits  Độ phủ màu NTSC 72%, SRGB 100%, Adobe 75.35%  Màn hình chống chói  G-Sync",1920 x 1080 pixels (FullHD),Công nghệ khử tiếng ồn AI Dolby Atmos Chứng nhận độ phân giải cao Hỗ trợ Microsoft Cortana trường gần/trường xa,,35.97 x 23.25 x 1.79 ~ 1.79 cm,2.20 kg,Wi-Fi 6,1-Zone RGB,MCAFEE_30D Bảo vệ mật khẩu quản trị viên BIOS và mật khẩu người dùng Khe bảo mật Kensington Mô-đun nền tảng đáng tin cậy (Firmware TPM),720P HD camera,Windows 11 Home,"90WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6(802.11ax) (Dual band) 2*2,Bluetooth 5.2,1x RJ45 LAN  1x Type C USB 4 hỗ trợ DisplayPort 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC)  2x USB 3.2 Gen 1 Type-A 1x HDMI 2.1 FRL 1x 3.5mm Combo Audio Jack
Gaming,laptop-lenovo-loq-15aph8-82xt00akvn,Laptop Lenovo LOQ 15APH8 82XT00AKVN,25000000,40,6,lenovo,loq,2.1,"Màn hình 15.6 inch Full HD và tần số quét 144 Hz hỗ trợ G-SYNC giúp hiển thị ảnh sắc nét và tốc độ ảnh trong các tựa game nặng. CPU AMD Ryzen 7 7840HS với khả năng xử lý mạnh mẽ cho cả việc chơi game và xử lý tác vụ nặng như Render video. Card đồ họa NVIDIA GeForce RTX 4050 6GB GDDR6, cho phép bạn chơi các tựa game phổ biến hay thiết kế đồ họa trên các phần mềm của Adobe. RAM 16 GB DDR5 xử lý đa nhiệm một cách trơn tru, ổ cứng SSD 512 GB giúp lưu trữ và truy cập dữ liệu nhanh chóng.",Xám,2023,Singapore,"NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 95W","AMD Ryzen 7 7840HS (8 lõi / 16 luồng, 3.8 / 5.1GHz, 8MB L2 / 16MB L3)",16GB,DDR5-5600,16GB DDR5-5600 2 khe 8GB SO-DIMM DDR5-5600,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),512GB,144 Hz,Tấm nền IPS,15.6 inches,Độ sáng 350nitsMàn hình chồng chóiĐộ phủ màu 45% NTSCG-SYNCFreeSync,1920 x 1080 pixels (FullHD),"High Definition (HD) AudioRealtek ALC3287 codecStereo speakers, 2W x2Nahimic Gaming Audio",Vỏ nhựa,359.6 x 264.8 x 22.1-25.2 mm (W x D x H),2.4 kg,Wi-Fi 6,4-Zone RGB,Firmware TPM 2.0,FHD 1080p với màn trập camera,Windows 11 Home Single Language,60 Wh,"Wi-Fi 6, 11ax 2x2",Bluetooth 5.1,"1x Ethernet (RJ-45)1x HDMI 2.1, up to 8K/60Hz1x Headphone / microphone combo jack (3.5mm)1x Đầu nối nguồn 1x USB 2.01x USB-C 3.2 Gen 2 (Truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)2x USB 3.2 Gen 2"
Gaming,laptop-asus-gaming-rog-strix-g15-g513ih-hn015w,Laptop ASUS Gaming Rog Strix G15 G513IH HN015W,25000000,55,31,asus,rog,2.7,"""Chip R7-4800H cùng card đồ họa rời Geforce GTX 1650 cho khả năng chiến các tựa game nặng, chỉnh sửa hình ảnh trên PTS, Render video ngắn mượt mà Ram 8GB + 1 khe, nâng cấp tối đa 32GB cùng ổ cứng SSD có không gian lưu trữ lên tới 512GB cho tốc độ xử lý mượt mà, nhanh chóng, không lo giật lag Màn hình 15.6 inches trên tấm nền IPS với độ phân giải Full HD cùng tần số 144Hz cho trải nghiệm hình ảnh, màu sắc chân thực, sinh động Đa dạng cổng giao tiếp, dễ dàng sử dụng Trọng lượng 2.1 kg thuận tiện cho di chuyển và mang theo Máy đi kèm Windows 11 SL bản quyền """,Đen,2022,Đài Loan,Geforce GTX 1650 4GB,AMD Ryzen 7 4800H,8GB,"DDR4 8GB (1 x 8GB) 3200MHz, up to 32GB","8GB DDR4 8GB (1 x 8GB) 3200MHz, up to 32GB 2 khe",512GB SSD NVMe M.2 PCIe Gen 3 x 4,512GB,,Tấm nền IPS,15.6 inches,"IPS Panel, 144Hz",1920 x 1080 pixels (FullHD),,,35.4 x 25.9 x 2.26 ~ 2.72 cm (W x D x H),2.1 kg,Wi-Fi 6,,,,Windows 11 SL 64 Bit,,6(Gig+)(802.11ax),,1x Type C USB 3.2 Gen 1 (Power Delivery/Display Port)  3x USB 3.2 Gen 1 Type-A  1x 3.5mm Combo Audio Jack  1x HDMI 2.0b
Gaming,laptop-lenovo-ideapad-5-pro-16arh7-82sn003mvn,Laptop Lenovo Ideapad 5 Pro 16ARH7 - Chỉ có tại CellphoneS,25000000,34,84,lenovo,ideapad,4.6,"Chip R5-6600HS cùng card rời GTX 1650 xử lý tốt các phần mềm đồ hoạ, các tựa game AAA ở mức setting trung bình, Dung lượng lớn Ram 16GB, ổ cứng SSD 512GB mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà. Độ phân giải 2.5K , tần số quét 120Hz màn hình lớn 16.0 inch với tấm nền IPS, 350 nits, 100% sRGB mang lại chất lượng hiển thị rõ nét, mượt mà. Tích hợp webcam 1080p - Chất lượng cuộc gọi sắc nét. Bàn phím được tích hợp đèn - Thỏa sức làm việc trong môi trường thiếu sáng. Năng lượng bất tận cả ngày với viên pin 3 Cell, 75Wh. Thiết kế vỏ kim loại sang trọng, nặng 1.95 kg thuận tiện di chuyển, mang theo. Máy đi kèm Windows 11 bản quyền",Xám,2022,Hàn Quốc,NVIDIA GeForce GTX 1650 4GB GDDR6,AMD Ryzen 5 6600HS Creator Edition,16GB,LPDDR5-6400,16GB LPDDR5-6400 1 khe,512GB SSD,512GB,,Tấm nền IPS,16 inches,"IPS 350nits Chống chói, 120Hz, 100% sRGB, TÜV Low Blue Light, G-sync",2560 x 1600 (WQXGA),"High Definition (HD) Audio, Realtek ALC3287 codec",Vỏ kim loại,356 x 251 x 16.9 mm,"1,95 kg",Wi-Fi 6,Backlit,,"ToF, FHD 1080p & IR",Windows 11,"3 Cell, 75Wh","Wi-Fi 6 11ax, 2x2",BT5.2,"1x USB 3.2 Thế hệ 11x USB 3.2 thế hệ 1 (Luôn bật)1x USB-C 3.2 Gen 2 (hỗ trợ truyền dữ liệu, Power Delivery và DisplayPort)1x HDMI 2.01x đầu đọc thẻ1 x giắc cắm kết hợp tai nghe / micrô (3,5 mm)"
Gaming,laptop-dell-gaming-g15-5515-p105f004cgr,Laptop Dell Gaming G15 5515 P105F004CGR,25000000,17,71,dell,g15,2.6,"Chip AMD Ryzen™ R5-5600H cùng card rời RTX™ 3050 xử lý mượt mà các tựa game AAA hay các phần mềm đồ hoạ như PTS, Premier Ram 8GB cho phép nâng cấp tối đa đến 32GB Ổ cứng SSD 256 GB - Đa nhiệm và lưu trữ dữ liệu tiện dụng, nhanh chóng hơn.. Công nghệ chống chói - Làm việc không lo bị mỏi mắt Màn hình Full HD kích thước chuẩn 15.6 inch, tần số quét 120Hz vượt qua giới hạn 60FPS Đa dạng các cổng kết nối: jack cắm audio, cổng HDMI 1.4, cổng USB C,...dễ truyền hoặc xuất dữ liệu với nhiều thiết bị khác nhau Pin cực khỏe - 3Cell 56WHrs cho thời gian sử dụng bền bỉ Máy đi kèm Windows 11 bản quyền",Xám,2023,Trung Quốc,NVIDIA® GeForce RTX™ 3050 4GB GDDR6 + AMD Radeon Graphics,"AMD Ryzen™ R5-5600H Processor, 6 nhân 12 luồng",8GB,"DDR4 3200MHz, 2 khe cắm tối đa 32GB","8GB DDR4 3200MHz, 2 khe cắm tối đa 32GB",256GB SSD M.2 PCIe NVMe,256GB,,Tấm nền VA,15.6 inches,"Tần số quét 120Hz, màn hình chống loá",1920 x 1080 pixels (FullHD),,,357.3 mm x 272.8 mm x 26.9 mm,2.57 kg,Wi-Fi 6,,,HD 720p,Windows 11 Home SL,3Cell 56WHrs,Killer Wi-Fi 6 AX1650 (2x2),v5.0,1 x USB 2.0 port  1 x USB 2.0 with PowerShare port  1 x USB Type-C® port  1 x USB 3.2 port  1 x HDMI port  1 x Headset (Headphone and Microphone combo) port
Gaming,laptop-asus-tuf-gaming-f15-fx506hf-hn014w,Laptop ASUS TUF GAMING F15 FX506HF-HN014W,20000000,8,72,asus,tuf,1.4,"Thiết kế laptop sang trọng thích hợp giúp bạn bỏ vào balo mang theo bên mình CPU Intel Core i5-11400H cho phép bạn thỏa thích chiến các tựa game nặng Ổ cứng SSD 512GB giúp bạn lưu trữ nhiều thông tin, dữ liệu mà không cần sao chép quá USB Màn hình 15.6 inch cùng tính năng chống lóa sẽ bảo vệ mắt của bạn trong quá trình chơi game Trang bị nhiều cổng kết nối giúp quá trình nhận và chia sẻ dữ liệu trở nên dễ dàng, thuận tiện",Đen,2023,Trung Quốc,NVIDIA GeForce RTX 2050 4GB,"Intel Core i5-11400H (12MB Cache, up to 4.6GHz, 6 lõi / 12 luồng)",8GB,DDR4 3200MHz,8GB DDR4 3200MHz 2 khe RAM nâng cấp tối đa 32GB,512GB M.2 PCIE G3X2 1x khe M.2 SSD trống,512GB,144Hz,Tấm nền IPS,15.6 inches,"Độ sáng tối đa 250nits Độ phủ màu 45% NTSC, 62.5% sRGB Màn hình chống lóa",1920 x 1080 pixels (FullHD),Công nghệ khử tiếng ồn AI Phần mềm DTS Hỗ trợ Microsoft Cortana,Vỏ nhựa,35.9 x 25.6 x 2.28 ~ 2.45 cm (W x H x D),2.3 kg,Wi-Fi 6,,,720p HD với màn trập camera,Windows 11 Home,"48WHrs, 3-cell Li-ion",Wifi 6 (802.11ax),Bluetooth 5.2 (Dual band) 2x2,1x Cổng RJ45 LAN 3x USB 3.2 Gen 1 Type-A 1x Thunderbolt 4 support DisplayPort 1x HDMI 2.0b 1x Jack cắm tai nghe 3.5mm
Gaming,laptop-msi-cyborg-15-a12ucx-281vn,Laptop MSI Cyborg 15 A12UCX-281VN,15490000,1,16,msi,cyborg,4.9,"Sở hữu thiết kế mỏng nhẹ, giúp bạn mang theo bên người mà không có cảm giác quá nặng CPU I5-12450H cùng card đồ họa RTX2050 giúp bạn thỏa thích trải nghiệm các tựa game mà không lo máy lag Ổ cứng SSD 512GB cùng RAM 8GB giúp bạn có một không gian lưu trữ lớn nhưng laptop vẫn hoạt động mượt mà Màn hình 15.6 inch cùng độ phủ màu 45% NTSC đem lại trải nghiệm sắc nét khi chơi game",Đen,2024,Hàn Quốc,NVIDIA GeForce RTX 2050 4GB,"Core I5-12450H (12MB Cache, up to 4.4 GHz, 12 lõi / luồng)",8GB,DDR5 4800Mhz,8GB DDR5 4800Mhz 2 khe RAM (nâng cấp tối đa 64GB),512GB NVMe PCIe SSD Gen4x4,512GB,144Hz,Tấm nền IPS,15.6 inches,Độ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),"Hi-Res Audio, Nahimic",,359 x 250 x 21.9 mm (Dài x Rộng X Cao),1.95 kg,Wi-Fi 6,Single LED - Xanh,,HD type (30fps720p),Windows 11 Home,"53.5 Whr, 3-Cell",Wi-Fi 6 802.11ax,Bluetooth v5.2,1x Type-C USB3.2 Gen1/ DP1.4 2x USB 3.2 Gen1 Type-A 1x HDMI 2.1 1x Jack cắm tai nghe
Gaming,laptop-gigabyte-g5-mf-f2vn333sh,Laptop Gigabyte MF F2VN333SH,19490000,54,4,gigabyte,mf,4.8,"CPU intel Core i5-12450H cho phép thực hiện các tác vụ hàng ngày nhanh chóng và mượt mà GPU GeForce RTX4050 cho hiệu suất tối thượng cho game thủ và nhà sáng tạo video Màn hình 15.6 inch IPS 144Hz mang đến màu sắc chơi game chân thực RAM 8GB cùng ổ cứng 512GB SSD hỗ trợ máy máy nhanh chóng, lưu trữ thoải mái",Đen,2024,Nhật Bản,Nvidia Geforce RTX 4050 4GB GDDR6Intel Iris Xe Graphics,"Intel Core i5-12450H 3.3GHz up to 4.4GHz, 8 nhân 12 luồng, 12MB Cache",8GB,DDR4-3200Mhz,8GB DDR4-3200Mhz 1 khe ram 8GB + 1 khe trống,512GB SSD M.2 PCIE G4X4Còn trống 1 khe SSD M.2,512GB,144Hz,Tấm nền IPS,15.6 inches,,1080 x 1920 pixels (FullHD),,,360 x 238 x 22.7 (mm),"1,9 kg",Wi-Fi 6,"Bàn phím fullsize, hỗ trợ LED 15 màu",,HD 720p,Windows 11 Home,4 Cell 54Whrs,Intel Wi-Fi 6E,Bluetooth v5.2,2x USB3.2 Gen2 (Type-C)1x USB 2.0 (Type-A)1x USB3.2 Gen1 (Type-A) 1x Mini DisplayPort 1.4 1x HDMI I™ Output port (with HDCP)1x 2-in-1 Audio Jack(Headphone / Microphone)1x Microphone jack1x RJ-45 LAN port1x DC-in Jack1x
Gaming,laptop-asus-gaming-rog-zephyrus-g14-ga403uv-qs171w,Laptop Asus Gaming ROG Zephyrus G14 GA403UV-QS171W,12000000,91,77,asus,rog,0.0,"CPU AMD Ryzen 9 8945HS 8 nhân cho khả năng xử lý đa nhiệm mượt mà, chơi game và làm việc đồ họa chuyên nghiệp. Wi-Fi 6E mang đến tốc độ mạng nhanh hơn, độ trễ thấp hơn và khả năng kết nối ổn định hơn, đặc biệt phù hợp cho chơi game online. Hệ thống âm thanh 4 loa với công nghệ Smart Amplifier Technology cho âm thanh sống động và chi tiết, mang đến trải nghiệm giải trí tuyệt vời. Thiết kế gọn nhẹ với trọng lượng chỉ 1.50 kg là một chiếc laptop gaming di động và dễ dàng mang theo.",Xám,2024,Nhật Bản,NVIDIA GeForce RTX 4060 8GB GDDR6  AMD Radeon Graphics,"AMD Ryzen 9 8945HS 4GHz (24MB Cache, up to 5.2 GHz, 8 lõi, 16 luồng)",32GB,LPDDR5X 6400 Onboard,32GB LPDDR5X 6400 Onboard,1 TB PCIe 4.0 NVMe M.2 SSD,1TB,120Hz,Tấm nền Oled,14 inches,Độ sáng 500 nits Độ phủ màu 100% DCI-P3Glossy displayG-Sync / Adaptive-SyncROG Nebula DisplayDolby Vision HDR,2880 x 1800 pixels,Hệ thống 4 loa (woofer lực kép) với Công nghệ Smart Amplifier 2 TweeterCông nghệ chống ồn AI Dolby AtmosChứng nhận Hi-Res (dành cho tai nghe) Công nghệ Smart Amp,,31.1 x 22.0 x 1.59 ~ 1.63 cm (W x D x H),1.50 Kg,"Wi-Fi 6, Màn hình Oled",RGB 1 vùng,Mật khẩu quản trị viên BIOS Bảo vệ mật khẩu người dùng,1080P FHD IR Camera for Windows Hello,Windows 11 Home,"73WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6E(802.11ax) (Triple band) 2*2,Bluetooth 5.3,"1x USB Type-C 4 hỗ trợ DisplayPort / cấp nguồn1x USB 3.2 Thế hệ 2 Type-C hỗ trợ DisplayPort2x USB 3.2 Thế hệ 2 Loại A1x đầu đọc thẻ (microSD) (UHS-II) 1x HDMI 2.1 FRL 1x Giắc âm thanh kết hợp 3,5mm"
Gaming,laptop-asus-gaming-rog-zephyrus-g16-gu603vu-n3898w-62689,Laptop Asus Gaming ROG Zephyrus G16 GU603VU-N3898W,19000000,36,17,asus,rog,2.4,"CPU I7-13620H cho phép bạn chiến thỏa thích các tựa game nặng máy như AAA Ổ cứng  SSD 512Gb có không gian lưu trữ to lớn, giúp bạn được thuận lợi hơn trong công việc RAM 16GB cho biết thao tác nhiều lúc các tab mà không lo nóng máy, load chậm Màn hình 16 inch cùng độ phủ màu sRGB 100% cho phép bạn trải nghiệm được đồ họa, hình ảnh sắc nét cao trong game Bàn phím Chiclet có đèn nền RGB giúp bạn tự tin làm việc trong môi trường thiếu sáng",Xám,2022,Nhật Bản,NVIDIA GeForce RTX 4050,"Intel Core i7-13620H (24MB Cache, up to 4.9GHz, 10 lõi / 16 luồng)",16GB,DDR4,16GB DDR4 1 khe so-dimm (nâng cấp tối đa 48GB),512GB PCIe 4.0 NVMe M.2 SSD,512GB,165Hz,Tấm nền IPS,16 inches,Độ sáng tối đa 250nits Độ phủ màu sRGB 100% Công nghệ xử lý hình ảnh HDR,1920 x 1200 pixels (WUXGA),,Vỏ kim loại,35.5 x 24.3 x 2.05 ~ 2.29 cm (W x H x D),2 kg,Wi-Fi 6,Bàn phím Chiclet có đèn nền RGB,,720P HD IR Camera for Windows Hello,Windows 11 Home,"90WHrs, 4-cell Li-ion",Wi-Fi 6E (802.11ax),Bluetooth 5.2,1x Thunderbolt 4 1x USB 3.2 Gen 2 Type-C 1x HDMI 2.1 FRL 1x Jack cắm tai nghe
Gaming,laptop-gaming-acer-nitro-v-anv16-41-r36y,Laptop Gaming Acer Nitro V 16 ProPanel ANV16-41-R36Y,25000000,8,81,acer,nitro,2.6,"Hiệu năng mạnh mẽ từ CPU AMD Ryzen 7-8845HS và GPU NVIDIA GeForce RTX 4050 6GB. Màn hình 16 inch WUXGA 165Hz cho hình ảnh sắc nét, mượt mà trong các tựa game. RAM 16GB DDR5 và SSD 512GB PCIe NVMe cho khả năng đa nhiệm và khởi động nhanh chóng. Hệ điều hành Windows 11 bản quyền. Thiết kế hầm hố, cá tính, phù hợp cho game thủ.",Đen,2022,Nhật Bản,NVIDIA GeForce RTX 4050 6GB GDDR6 VRAM,"AMD Ryzen 7 8845HS (8 lõi, 16 luồng, 3.8 GHz, 5.1 GHz, 8 MB L2 cache, up to 16 MB L3 cache)",16GB,DDR5 5600 MT/s,"16GB DDR5 5600 MT/s 2 khe (1x16GB, nâng cấp tối đa 32GB)","512GB PCIe NVMe SSD, 2 khe SSD (Up to 2TB PCIe Gen4 NVMe SSD)",512GB,165 Hz,Tấm nền IPS,16 inches,Độ sáng 300nitsĐộ phủ màu 100% sRGBAcer ComfyVie Màn hình LCD TFT có đèn nền LED Góc nhìn rộng lên đến 170 độ,1920 x 1200 pixels (WUXGA),DTS X:Ultra Audio Kết xuất âm thanh sống động qua tai nghe và loa trong DAC SNR cao Acer Purified Tương thích với Cortana bằng giọng nói Công nghệ Acer TrueHarmony,Vỏ nhựa,361.8 x 278.4 x 24.74 - 25.46 mm (W x D x H),2.5 kg,Wi-Fi 6,Bàn phím có đèn nền màu hổ phách,Giải pháp TPM của MSFT Pluton Security Processor Firmware Người dùng BIOS bảo mật mật khẩu giám sát Khe khóa Kensington,720p HD video at 30 fps,Windows 11 Home Single Language,57Whr 4-cell Adapter: 135W AC adapter,Wi-Fi 6E Wireless LAN,Bluetooth 5.3,"1x USB Type-C  2x USB Standard A  1x Cổng HDMI 2.1 hỗ trợ HDCP 1x Giắc cắm tai nghe/loa 3,5 mm, hỗ trợ tai nghe có micrô tích hợp 1x Cổng Ethernet (RJ-45) 1x Giắc cắm DC-in cho bộ đổi nguồn AC"
