"label","title","discountPrice","soldQuantity","quantity","brand","series","totalRating","features","color","Năm ra mắt","Xuất xứ","Loại card đồ họa","Loại CPU","Dung lượng RAM","Loại RAM","Mô tả ram","Ổ cứng","Dung lượng ổ cứng","Tần số quét","Chất liệu tấm nền","Kích thước màn hình","Công nghệ màn hình","Độ phân giải màn hình","Công nghệ âm thanh","Chất liệu","Kích thước","Trọng lượng","Tính năng đặc biệt","Loại đèn bàn phím","Bảo mật","Webcam","Hệ điều hành","Pin","Wi-Fi","Bluetooth","Cổng giao tiếp"
"Gaming","Laptop Lenovo Gaming Legion 5 15ARH7 82RE0035VN",18000000,67,10,"lenovo","legion","1.9","Mang hơi hướng gaming mạnh mẽ với vỏ máy màu xám lịch lãm, logo Legion nổi bật trên mặt lưng tạo điểm nhấn. Laptop đảm bảo tính di động cao với trọng lượng máy chỉ 2.35 kg, dễ dàng cất gọn vào balo. Sát thủ của mọi tựa game với CPU AMD Ryzen 7 6800H hiệu suất cao, cho tốc độ xử lý đáng kinh ngạc. Trở thành game thủ hay nhà sáng tạo chuyên nghiệp với card đồ họa NVIDIA GeForce RTX 3050 4GB cho tốc độ xử lý hình ảnh nhanh gọn với nhiều công nghệ AI tích hợp. RAM 8GB DDR5 tăng tốc độ phản hồi, đồng thời tiết kiệm điện năng hơn so với DDR4. Ổ cứng 512GB SSD cho không gian lưu trữ cực lớn, thoải mái tải những tựa game yêu thích hay cả những phần mềm nặng về máy.","Xám","2024","Đài Loan","NVIDIA GeForce RTX 3050 4GB GDDR6, xung nhịp 1740MHz, TGP 95W","AMD Ryzen 7 6800H (8 lõi / 16 luồng, 3.2 / 4.7GHz, 4MB L2 / 16MB L3)","8GB","8GB SO-DIMM DDR5-4800","8GB 8GB SO-DIMM DDR5-4800 2 khe cắm DDR5 SO-DIMM, tối đa 16GB DDR5-4800","512GB SSD M.2 2280 PCIe 4.0x4 NVMe","512GB","","Tấm nền IPS","15.6 inches","Độ sáng 300nits Màn hình chống chói Tần số quét 165Hz Độ phủ màu 100% sRGB Dolby Vision FreeSync G-SYNC DC dimmer","1920 x 1080 pixels (FullHD)","Âm thanh độ nét cao (HD)  Realtek ALC3287 codecLoa âm thanh nổi, 2W x2  Nahimic Audio","Vỏ kim loại","358.8 x 262.35 x 19.99 mm (W x D x H)","2.35 kg","Wi-Fi 6","4-Zone RGB Backlit","Firmware TPM 2.0","FHD 1080p với màn trập E-shutter","Windows 11 Home 64 Single Language","80Wh","Wi-Fi 6 11ax, 2x2","Bluetooth 5.1","3x USB 3.2 Gen 1 2x USB-C 3.2 Gen 2 (Truyền dữ liệu, DisplayPort 1.4) 1x USB-C 3.2 Gen 2 (Truyền dữ liệu, PD 135W, DisplayPort 1.4) 1x HDMI, up to 8K/60Hz 1x RJ-45 1x Headphone/microphone combo 3.5mm 1x Đầu nối nguồn"
"Văn phòng","Laptop HP Envy X360 15M-ES1013",15000000,88,42,"hp","envy",0,"Intel Core i5 thế hệ 11 - Xử lý tốt các tác vụ hằng ngày 256GB SSD - Khởi động máy / ứng dụng nhanh hơn, khả năng lưu trữ đủ dùng Giải trí đỉnh cao với loa trang bị công nghệ từ Bang & Olufsen 8GB Ram - Giúp máy hoạt động ổn định, không lo giật lag","Bạc","2024","Hàn Quốc","Intel Iris Xe Graphics","Intel Core i5-1155G7","8GB","(2 x 4 GB) DDR4-3200 MHz","8GB (2 x 4 GB) DDR4-3200 MHz 2 khe","256 GB PCIe NVMe M.2 SSD","256GB","","Tấm nền IPS","15.6 inches","Kính cường lực Corning Gorilla, độ phủ màu 45% NTSC, độ sáng 250 nits","1920 x 1080 pixels (FullHD)","Bang & Olufsen; Loa kép; HP Audio Boos","Vỏ kim loại","35.9 x 22.82 x 1.84 cm","1.77 kg","Viền màn hình siêu mỏng, Wi-Fi 6, Màn hình cảm ứng, Xoay gập 360 độ (2 in 1)","","","HD 720p","Windows 11 Home SL","3-cell, 51 Wh","Intel® Wi-Fi 6 AX201 (2x2)","v5.0","1 Thunderbolt 4   1 SuperSpeed USB Type-A 10Gbps   1 SuperSpeed USB Type-A 10Gbps   1 HDMI 2.0b  1 Khe đọc thẻ nhớ   1 combo mic tai nghe 3.5 mm"
"Sinh viên","Laptop Lenovo Thinkpad E15 Gen 2 20TD00HQVA",14000000,27,96,"lenovo","thinkpad","3.2","8GB Ram - Xử lý tốt các tác vụ hằng ngày, đa nhiệm thoải mái 256GB SSD, 1 khe trống cho phép nâng cấp Bảo mật vân tay - mở khoá thiết bị chỉ với 1 chạm Hiệu năng vượt trội - Intel Core i5 thế hệ 11","Đen","2024","Đài Loan","Integrated Intel Iris Xe Graphics","Intel Core i5-1135G7","8GB","DDR4-3200","8GB DDR4-3200 1 khe cắm hỗ trợ tối đa 32GB","256GB SSD M.2 2242 PCIe 3.0x4 NVMeCòn trống 1 khe M.2 2280 SSD","256GB","","Tấm nền IPS","15.6 inches","Màn hình chống loá","1920 x 1080 pixels (FullHD)","2W x2, Dolby Audio, Harman Speakers","","365 x 240 x 18.9 mm","1.7 kg","","","","HD 720p","Free OS","45Wh","Intel 9560 11ac, 2x2","v5.1","1x USB 2.0d  1x USB 3.2 Gen 1 (Always On)   1x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4) 1x HDMI 1.4b  1x Ethernet (RJ-45)  1x Cổng tai nghe"
"Văn phòng","Laptop Lenovo IdeaPad Slim 5 14IRL8 82XD008LVN",14000000,96,61,"lenovo","ideapad","3.6","Hiệu suất mạnh mẽ với bộ xử lý Intel® Core™ i5-13500H mang lại sức mạnh xử lý ấn tượng cho việc đa nhiệm và các ứng dụng đòi hỏi cao. Đồ họa xuất sắc tích hợp Intel® Iris® Xe để hiển thị mượt mà và trải nghiệm hình ảnh tốt hơn, phục vụ cả nhu cầu công việc và giải trí. 16GB bộ nhớ LPDDR5-5200 tích hợp mang lại khả năng đa nhiệm nhanh chóng và hiệu quả. Thiết kế không có ổ đĩa quang và trang bị khe cắm thẻ microSD, tối ưu hóa tính di động và sự thuận tiện cho người dùng.","Xám","2023","Đài Loan","Intel® Iris® Xe Graphics","Intel® Core™ i5-13500H (12 nhân / 16 luồng, 16T, P-core 2.6 / 4.7GHz, E-core 1.9 / 3.5GHz, 18MB)","16GB","16GB Soldered LPDDR5-5200","16GB 16GB Soldered LPDDR5-5200","1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®","1TB","","Tấm nền IPS","14 inches","OLED","1920 x 1200 pixels (WUXGA)","High Definition (HD) AudioStereo speakers, 2W x2, optimized with Dolby® Audio™","","312 x 221 x 16.9 mm (W x D x H)","1.46 kg (3.22 lbs)","Wi-Fi 6, Màn hình Oled","","Firmware TPM 2.0 EnabledCamera privacy shutterIR camera for Windows® Hello","FHD 1080p + IR with Privacy Shutter, ToF Sensor","Windows® 11 Home Single Language, English","56.6Wh","Wi-Fi® 6, 11ax 2x2","Bluetooth 5.1","1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)2x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)1x HDMI® 1.4b1x Headphone / microphone combo jack (3.5mm)1x microSD card reader"
"Văn phòng","Laptop Lenovo Ideapad 5 Pro 14ARH7 82SJ0028VN",25000000,46,92,"lenovo","ideapad","2.7","Ghi điểm với thiết kế nhôm xám bạc tinh tế, tối giản cùng màn hình 14 inches nhỏ gọn, tiện lợi với độ phân giải sắc nét 2.8K cao Bàn phím được trang bị đèn nền - không còn trở ngại khi làm việc trong bóng tối Dung lượng bộ nhớ RAM 16GB và ổ cứng 512GB - khởi động máy nhanh, đa nhiệm mượt mà Card đồ họa AMD Radeon 680M - cho khả năng xử lý hình ảnh hay giải trí trên các tựa game như: LOL, Fifa,... Dễ dàng mang theo bất kỳ đâu chỉ với trọng lượng 1,41 kg Sở hữu hệ điều hành Windows 11 tân tiến cung cấp nhiều giao diện mới mẻ","Xám","2021","Trung Quốc","AMD Radeon 680M tích hợp","AMD Ryzen 7 6800HS","16GB","LPDDR5-6400","16GB LPDDR5-6400","512GB SSD M.2 2242 PCIe","512GB","","Tấm nền IPS","14 inches","14 "" IPS 400nits Chống chói, 90Hz, 100% sRGB, Ánh sáng xanh dương thấp TÜV, An toàn cho mắt","2880 x 1800 pixels","Âm thanh độ nét cao (HD), codec Realtek ALC3287Loa âm thanh nổi, 2W x2, được tối ưu hóa với Dolby Atmos","Vỏ kim loại","312,2 x 221 x 15,9 mm","1,41 kg","Wi-Fi 6","Có đèn nền","","ToF, FHD 1080p & IR","Windows 11 Home 64 Single Language","3 cell, 56,5Wh","Wi-Fi 6 11ax, 2x2","v5.1","1x USB 3.2 thế hệ 11x USB 3.2 thế hệ 1 (Luôn bật)2x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4)1x HDMI 2.01x đầu đọc thẻ1 x giắc cắm kết hợp tai nghe / micrô (3,5 mm)"
"Gaming","Laptop Lenovo IdeaPad 5 Pro 16ACH6 82L500WMVN",19000000,87,12,"lenovo","ideapad","1.0","Ryzen 5 5600H, GTX1650 - Ngoại hình văn phòng cấu hình khủng long 16GB Ram onboard - Mở cùng lúc nhiều ứng dụng không lo giật lag Màn hình lớn 16 inch, phủ màu 100% sRGB - Thoải mái chỉnh sửa hình ảnh trên PTS,AI 512GB SSD - Thoải mái lưu trữ, có thể tháo ra để nâng cấp lên 1TB","Xám","2024","Singapore","NVIDIA GeForce GTX 1650 4GB GDDR6","AMD Ryzen 5 5600H (3.30GHz up to 4.20GHz, 16MB Cache)","16GB","DDR4 Bus 3200","16GB DDR4 Bus 3200 2 Khe, nâng cấp tối đa 16GB","512GB SSD M.2 2242 PCIe","512GB","120Hz","Tấm nền IPS","16 inches","IPS 350nits Anti-glare, 120Hz, 100% sRGB","2560 x 1600 (WQXGA)","High Definition (HD) Audio, Stereo speakers, 2W x2, Dolby Atmos","","356 x 251 x 16.9-18.4 mm","1.9 kg","Wi-Fi 6, Công nghệ Intel Gaming","","Firmware TPM 2.0","IR & 720p Camera","Windows 11 Home","4Cell 75WH","Wi-Fi 6 802.11ax, 2x2","Bluetooth 5.1","1x USB 3.2 Gen 1 1x USB 3.2 Gen 1 (Always On) 1x USB-C 3.2 Gen 2 1x HDMI 1.4b 1x Card reader 1x Headphone / microphone combo jack (3.5mm)"
"Văn phòng","Laptop Asus VivoBook S 14 Flip TN3402YA-LZ026W",19000000,3,14,"asus","vivobook","1.9","Xoay gập với bản lề 360 độ tự do làm việc hay giải trí theo mọi tư thế CPU AMD Ryzen 5 7530U cho phép thực hiện các tác vụ hàng ngày nhanh chóng và mượt mà 16 GB RAM cùng bộ lưu trữ 512GB SSD cho khả năng đa nhiệm, lưu trữ rộng rãi Màn hình cảm ứng 14 inch cùng tấm nền IPS cho màu sắc vượt trội, hình ảnh chân thực, sống động Cảm biến vân tay giúp đăng nhập với một chạm","Bạc","2024","Nhật Bản","AMD Radeon Graphics","AMD Ryzen 5 7530U (6 lõi / 12 luồng, 16MB cache, up to 4.3 GHz max boost)","16GB","DDR4","16GB DDR4 2 khe (8GB DDR4 On board + 8GB DDR4 SO-DIMM)","512GB M.2 NVMe PCIe 3.0 SSD","512GB","","Tấm nền IPS","14 inches","Tần số quét 60Hz  Độ sáng 300nits  Độ phủ màu 45% NTSC  Glossy display  TÜV Rheinland-certified","1920 x 1200 pixels (WUXGA)","Công nghệ khuếch đại thông minh  Loa tích hợp  Micrô mảng tích hợp  harman/kardon (Mainstream)","Vỏ nhựa","31.32 x 22.76 x 1.89 ~ 1.89 cm (W x H x D)","1.50 kg","Wi-Fi 6, Màn hình cảm ứng, Bảo mật vân tay, Xoay gập 360 độ (2 in 1)","","McAfee LiveSafe 30 ngày dùng thử miễn phí  McAfee LiveSafe Mô-đun nền tảng đáng tin cậy (Firmware TPM)","1080p FHD với màn trập camera","Windows 11 Home","50WHrs, 3S2P, 6-cell Li-ion (Lên đến 20 giờ)","Wi-Fi 6E(802.11ax) (Dual band) 2*2","Bluetooth 5","1x USB 2.0 Type-A  1x USB 3.2 Gen 2 Type-A 1x USB 3.2 Gen 2 Type-C (Display / Sạc)  1x HDMI 2.1 TMDS  1x 3.5mm Combo Audio Jack  1x DC-in"
"Sinh viên","Laptop ASUS VivoBook Go 14 E1404FA-NK113W",15000000,78,80,"asus","vivobook","3.4","Sở hữu thiết kế sang trọng, màu bạc sáng bóng dễ dàng thu hút mọi người CPU R3-7320U giúp bạn thực hiện các tác vụ văn phòng một cách tối đa RAM 8GB hỗ trợ lướt web cực nhanh, mở nhiều tab không lo giật lag Ổ cứng 256GB SSD giúp bạn lưu trữ không gian cực lớn Trang bị cảm biến vân tay giúp bạn có thể mở máy tính nhanh chóng","Bạc","2021","Hàn Quốc","AMD Radeon Graphics","AMD Ryzen 3 7320U (4MB cache, up to 4.1 GHz, 4 lõi/8 luồng)","8GB","LPDDR5 onboard","8GB LPDDR5 onboard","256GB M.2 NVMe™ PCIe® 3.0 SSD","256GB","60 Hz","Tấm nền TN","14 inches","Độ sáng tối đa 250nitsĐộ phủ màu 45% NTSC Màn hình chống chói","1920 x 1080 pixels (FullHD)","SonicMaster Loa tích hợp Micrô mảng tích hợp","","32.45 x 21.39 x 1.79 ~ 1.79 cm (W x H x D)","1.30 kg","Wi-Fi 6, Bảo mật vân tay","","McAfee LiveSafe 30 ngày dùng thử miễn phí Cảm biến vân tay tích hợp với Touchpad","720p HD Camera với nắp che vật lí","Windows 11 Home","42WHrs, 3S1P, Li-ion 3 cell","Wi-Fi 6E(802.11ax) (Dual band) 1*1","Bluetooth 5","1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 1 Type-C 1x HDMI 1.4 1 x Jack cắm tai nghe 3.5 mm 1x Đầu vào DC"
"Văn phòng","Laptop ASUS VivoBook 14X A1403ZA-KM161W",20000000,26,2,"asus","vivobook","3.4","Hiệu năng hàng đầu i5-12500H - Xử lý tốt các tác vụ nặng nề 8GB Ram onboard + 1 khe trống - Cho phép nâng cấp ram Thoả sức sáng tạo - Màn hình Oled , độ phủ màu 100% DCI-P3 Bảo vệ mắt khi làm việc cả ngày dài - Màn hình đạt chứng nhận SGS Eye Care Display","Xanh","2024","Singapore","Intel Iris Xe Graphics","Intel Core i5-12500H","8GB","DDR4","8GB DDR4 8GB onboard + 1 khe cắm rời hỗ trợ nâng cấp","256GB M.2 NVMe™ PCIe® 3.0 SSD","256GB","","Tấm nền OLED/AMOLED","14 inches","Tốc độ phải hồi 0.2ms  Tần số quét 90Hz  Độ sáng tối đa 600nit  Hỗ trợ dải màu 100% DCI-P3   Tỷ lệ tương phản 1,000,000:1   Chứng nhận hiển thị VESA HDR True Black 600  Màn hình hiển thị 1.07 tỷ màu  Chứng nhận bảo vệ mắ","2880 x 1800 pixels","Loa kép, công nghệ âm thanh SonicMaster","Vỏ nhựa","31.71 x 22.20 x 1.99 ~ 1.99 cm","1.6 kg","Wi-Fi 6, Bảo mật vân tay","LED đơn sắc","Mật khẩu bảo vệ BIOS và người dùng   Chip bảo mật TPM  Khoá vân tay  Phần mềm McAfee LiveSafe dùng thử 30 ngày","720P","Windows 11 Home SL","70WHrs, 3S1P, 3-cell Li-ion","Wi-Fi 6(802.11ax) (Dual band) 2*2","v5.0","1x HDMI 1.4   1x Combo mic tai nghe 3.5mm   1x USB 2.0 Type-A1x USB 3.2 Gen 1 Type-C2x USB 3.2 Gen 1 Type-A"
"Sinh viên","Laptop Dell Inspiron 15 3515 G6GR72",14000000,88,26,"dell","inspiron","4.3","AMD Ryzen 5-3450U - AMD Radeon Graphics: Giải trí tuyệt vời với các tựa game nhẹ nhàng hay lướt web xem phim Ram 8GB, SSD 256GB - Khởi động ứng dụng nhanh chóng, đa nhiệm mượt mà. Khả năng hiển thị rực rỡ - màn hình chuẩn 15.6 inch, độ phân giải HD. Đa dạng các cổng kết nối: cổng HDMI 1.4, cổng USB C,...dễ truyền hoặc xuất dữ liệu với nhiều thiết bị khác nhau. Năng lượng bất tận cả ngày với viên pin 3-cell, 41Wh. Thiết kế mỏng nhẹ - chỉ 1,69 kg, đồng hành cùng bạn khắp mọi nơi. Máy đi kèm Windows 11 bản quyền.","Đen","2021","Singapore","AMD Radeon Graphics","AMD Ryzen 5-3450U ( upto 3,5Ghz,4mb)","8GB","DDR4","8GB  DDR4","256GB SSD M.2 PCIe","256GB","","","15.6 inches","","1920 x 1080 pixels (FullHD)","","","17.50 x 18.99 x 358.50 mm","1.69kg","","","","","Windows 11SL + Office H&ST","3-cell 41Wh","802.11ac 1x1","có","2 USB 3.2 Gen 1 ports  1 USB 2.0 port  1 Headset jack  1 HDMI 1.4 port"
"Gaming","Laptop ASUS Zenbook Pro 14 Duo OLED UX8402ZE-M3044W",14000000,21,6,"asus","zenbook","2.7","Sở hữu thiết kế bắt mắt với mặt trên dạng vòng tròn đồng tâm đẹp mắt, logo chữ A cách điệu sáng bóng. Kích thước 14.5 inch đi kèm 2 màn hình vô cùng độc đáo, độ phân giải 2.8K cho hình ảnh sắc nét, màu sắc chân thực. CPU Intel Core i7-12700H mạnh mẽ xử lý công việc hiệu quả, giải quyết mọi tác vụ văn phòng một cách nhanh chóng mà không gặp bất cứ trở ngại nào. Card đồ họa RTX 3050 Ti thực hiện mượt mà các thao tác đồ họa trên các phần mềm của Adobe như: Photoshop, AI, Indesign,....  16GB RAM chuẩn LPDDR5 đa nhiệm giúp bạn giải quyết cùng lúc nhiều tác vụ làm việc mà không lo máy bị lag hay bị treo. Ổ cứng 1TB SSD cho không gian lưu trữ rộng lớn, đồng thời giúp người dùng có thể khởi động máy được nhanh chóng hơn. Kích thước máy gọn nhẹ chỉ 1.75 kg dễ dàng bỏ vào balo mang đi học, đi làm, đi cà phê tiện lợi.","Đen","2023","Singapore","NVIDIA® GeForce® RTX™ 3050 Ti Laptop GPUIntel® Iris Xe Graphics","Intel® Core™ i7-12700H","16GB","LPDDR5","16GB LPDDR5 Không hỗ trợ nâng cấp","1TB SSD","1TB","","Tấm nền OLED/AMOLED","14.5 inches","OLED 16:10 aspect ratio, 120Hz, 100% DCI-P3 color gamut, 70% less harmful blue light","2880 x 1800 pixels","Built-in speakerBuilt-in array microphone harman/kardon (Premium)","Vỏ kim loại","32.35 x 22.47 x 1.79 ~ 1.96 cm","1.75 kg","Wi-Fi 6, Màn hình cảm ứng","LED Backlit","","720p HD camera","Windows 11 Home","76WHrs, 4S1P, 4-cell Li-ion","Wi-Fi 6E(802.11ax) (Dual band) 2*2","Bluetooth 5.2","1x USB 3.2 Gen 2 Type-A2x Thunderbolt™ 4 supports display / power delivery1x HDMI 2.11x 3.5mm Combo Audio Jack1x DC-in SD Express 7.0 card reader"
"Văn phòng","Laptop LG Gram 2021 17ZD90P-G.AX71A5 17 inch",15000000,53,2,"lg","gram","4.6"," Mỏng nhẹ sang trọng, dễ dàng di chuyển - Chỉ mỏng 17.8 mm và nhẹ chỉ 1.35kg  Đắm chìm trong màn ảnh giải trí một cách sống động - Màn hình 14"""" 2K, tấm nền IPS  Xử lí tốc độ, đa nhiệm mượt mà - Intel Core™ i7-1165G7, RAM 16GB, bộ nhớ 256GB SSD  Thoải mái sử dụng không lo gián đoạn - Viên pin cực khủng 80WHrs 10.336mAh","Trắng","2022","Trung Quốc","Intel Iris Xe Graphics","Intel Core™ i7-1165G7, tốc độ 2.80GHz tối đa 4.70GHz, 4 nhân 8 luồng, 12MB bộ nhớ đệm","16GB","LPDDR4x 4266MHz, không hỗ trợ nâng cấp","16GB LPDDR4x 4266MHz, không hỗ trợ nâng cấp","256GB SSD PCIe NVMe M.2","256GB","","Tấm nền IPS","17 inches","99% DCI-P3","2560 x 1600 pixels (2K)","HD Audio: DTS:X Ultra","Vỏ kim loại","380.2 x 260.1 x 17.8mm","1.35kg","Viền màn hình siêu mỏng, Wi-Fi 6, Bảo mật vân tay","","","HD Webcam","Non-OS","80WHrs 10.336mAh","Intel Wireless-AX201 (802.11ax, 2x2, Dual Band, BT Combo)","v5.1","2 x USB 3.2 Gen2  2 x USB Type-C Thunderbolt 4  1 x HDMI"
"Sinh viên","Laptop Acer Aspire 5 A514-54-5127 NX.A28SV.007",14000000,54,57,"acer","aspire",0,"Xử lý tốt các tác vụ văn phòng, giải trí hằng ngày - Nhờ vào vi xử lý Intel Core i5 1135G7 Màn hình hình 14 inch, công nghệ comfort view, tấm nền IPS - Cung cấp góc nhìn lên đến 178 độ Đa nhiệm tốt với Ram 8GB, ổ cứng SSD 512GB cho tốc độ phản hồi nhanh Làm việc mọi lúc mọi nơi với đèn bàn phím được tích hợp","Bạc","2024","Nhật Bản","Intel Iris Xe Graphics","Intel Core i5 Tiger Lake - 1135G7","8GB","DDR4 (On board 4GB +1 khe 4GB)","8GB DDR4 (On board 4GB +1 khe 4GB) Hỗ trợ tối đa 20GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)","512GB","","Tấm nền IPS","14 inches","Acer ComfyView","1920 x 1080 pixels (FullHD)","Acer TrueHarmony","Vỏ nhựa","Dài 328 mm - Rộng 223 mm - Dày 17.95 mm -","1.46 kg","Wi-Fi 6","","","720p","Windows 11 Home SL","Li-ion, 48 Wh","Wi-Fi 6 (802.11ax)","v5.1","2 x USB 3.2   HDMI  Jack tai nghe 3.5 mm  LAN (RJ45)  USB Type-C"
"Gaming","Laptop ASUS TUF Gaming F15 FX507ZC-HN124W",19000000,60,34,"asus","tuf","2.8","""Chip I7-12700H tinh vi cùng card đồ họa GeForce RTX 3050 cho khả năng chiến mọi thể loại game hạng nặng, không giật lag, chỉnh sửa hình ảnh, video Pro trên các nền tảng Ram 8GB với 2 khe cắm, nâng cấp tối đa đến 32GB cùng ổ cứng SSD có không gian lưu trữ lên tới 512GB cho tốc độ xử lý mượt mà, nhanh chóng, đa nhiệm Trang bị màn hình chống lóa giúp lọc ánh sáng xanh có hại cùng màn hình 15.6 inches 144Hz - mang đến trải nghiệm thoải mái, tuyệt vời nhất cho các game thủ Tích hợp Webcam HD 720p cho phép đàm thoại thông qua video thoải mái Năng lượng bất tận để chiến đấu cùng các con game chỉ với 4-cell, 56WHrs Trọng lượng máy 2.20 Kg cho cảm giác cầm chắc tay Máy đi kèm Windows 11 Home SL bản quyền""","Xám","2022","Nhật Bản","NVIDIA GeForce RTX 3050 4GB GDDR6","Intel Core i7-12700H","8GB","DDR5 4800Mhz","8GB DDR5 4800Mhz 2 khe cắm tối đa 32GB","512GB M.2 NVMe™ PCIe® 3.0 SSD","512GB","","Tấm nền IPS","15.6 inches","Tần số quét 144Hz, màn hình chống loá","1920 x 1080 pixels (FullHD)","2 Loa","","35.4 x 25.1 x 2.24 ~ 2.49 cm","2.20 Kg","Wi-Fi 6","","","HD 720p","Windows 11 Home SL","4-cell, 56WHrs","Wi-Fi 6(802.11ax)","v5.2","1x Thunderbolt™ 4 support DisplayPort™  1x USB 3.2 Gen 2 Type-C support DisplayPort™  2x USB 3.2 Gen 1 Type-A   1x HDMI 2.0b   1x 3.5mm Combo Audio Jack"
"Gaming","Laptop ASUS TUF DASH Gaming F15 FX517ZC-HN079W",18000000,16,92,"asus","tuf","2.6","Chip I5-12450H cùng card rời GeForce RTX 3050 chiến mọi tựa game ở mức đồ hoạ trung bình trở lên, chỉnh sửa hình ảnh trên PTS, edit Video trên Premier Ram 8GB với 2 khe cắm có thể nâng cấp tối đa lên 32GB cùng ổ cứng SSD 512GB mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà Màn hình 15.6 inches với độ phân giải Full HD cùng tần số 144Hz mang đến trải nghiệm chơi game siêu mượt mà, màn hình chống lóa giúp bảo vệ mắt khỏi ánh sáng xanh Trọng lượng 2.00 Kg mang lại cảm giác cầm chắc tay Đa dạng cổng giao tiếp thuận tiện cho sử dụng Tích hợp web cam HD 720p cho phép đàm thoại thông qua video thoải mái Máy đi kèm Windows 11 Home SL bản quyền","Trắng","2021","Trung Quốc","NVIDIA GeForce RTX 3050 4GB GDDR6","Intel Core i5-12450H","8GB","DDR5 4800Mhz","8GB DDR5 4800Mhz 2 khe cắm tối đa 32GB","512GB M.2 NVMe™ PCIe® 3.0 SSD","512GB","144Hz","Tấm nền IPS","15.6 inches","Màn hình chống loá","1920 x 1080 pixels (FullHD)","2 Loa","","35.4 x 25.1 x 1.99 ~ 2.07 cm","2.00 Kg","Wi-Fi 6","Bàn phím Led trắng","","HD 720p","Windows 11 Home SL","4-cell, 76WHrs","Wi-Fi 6(802.11ax)","v5.2","1x Thunderbolt™ 4 support DisplayPort  1x USB 3.2 Gen 2 Type-C support DisplayPort  2x USB 3.2 Gen 1 Type-A  1x HDMI 2.0  1x 3.5mm Combo Audio Jack  1x RJ45 LAN"
